178562,14/15,68,70,83,81,65,70
184111,14/15,80,81,64,75,33,85
187961,14/15,77,75,73,77,80,78
189354,14/15,85,74,79,80,32,68
189575,14/15,87,73,71,86,37,63
192387,14/15,78,80,60,74,32,78
193348,14/15,88,78,76,86,57,74
202166,14/15,78,78,78,86,34,61
177358,14/15,68,63,71,71,78,81
190483,14/15,85,73,78,86,51,62
192366,14/15,66,51,55,60,84,76
192620,14/15,59,50,71,45,80,74
193116,14/15,67,59,72,70,80,83
193352,14/15,76,52,76,75,79,76
199835,14/15,88,80,56,78,28,83
177934,14/15,90,79,74,83,34,63
185020,14/15,90,78,72,81,29,62
187607,14/15,78,80,71,78,33,84
189250,14/15,80,80,56,75,32,80
162240,14/15,79,71,75,86,69,83
167431,14/15,77,69,79,80,74,68
173909,14/15,77,80,78,80,70,84
177600,14/15,67,79,83,72,68,74
178393,14/15,87,78,81,83,34,74
179527,14/15,90,80,68,73,34,71
195086,14/15,63,39,59,63,81,82
199434,14/15,74,69,80,82,36,67
172175,14/15,88,77,77,84,47,63
179645,14/15,66,44,62,42,82,78
1238,14/15,40,84,87,80,26,68
4098,14/15,63,67,78,70,69,77
6826,14/15,48,68,81,67,80,78
7631,14/15,54,78,87,86,28,60
8473,14/15,74,70,81,84,43,67
20775,14/15,84,74,77,87,27,64
28130,14/15,53,72,85,86,29,61
45119,14/15,43,72,83,79,74,66
50542,14/15,84,85,61,77,29,66
52091,14/15,79,51,71,76,79,78
53050,14/15,73,79,67,81,31,77
106213,14/15,78,63,75,77,79,79
106231,14/15,67,81,64,69,46,78
112316,14/15,76,64,66,45,82,81
113422,14/15,73,83,72,82,32,64
138110,14/15,64,60,60,59,80,84
144622,14/15,74,79,78,86,41,68
147782,14/15,76,67,75,74,80,75
150656,14/15,66,52,75,69,78,77
152554,14/15,85,42,70,77,80,68
157481,14/15,61,46,60,54,83,76
157503,14/15,71,59,70,65,78,83
158626,14/15,76,65,73,72,78,78
159147,14/15,71,64,69,62,83,76
163419,14/15,74,56,71,75,81,78
167905,14/15,85,67,77,81,47,75
171919,14/15,73,56,61,50,82,74
177134,14/15,77,81,67,79,45,79
178007,14/15,68,72,82,76,75,74
179847,14/15,44,42,60,47,81,82
183284,14/15,70,60,65,57,79,81
188791,14/15,64,76,83,77,68,75
192615,14/15,62,55,59,54,81,78
196432,14/15,80,73,78,82,75,80
209097,14/15,42,87,72,73,36,71
186547,14/15,69,51,65,43,81,77
188829,14/15,79,43,66,63,80,75
191180,14/15,66,77,81,84,46,65
193476,14/15,84,76,77,85,65,57
198219,14/15,89,70,76,84,27,47
200454,14/15,78,79,63,75,29,72
167812,14/15,74,38,60,57,81,79
187735,14/15,75,74,79,79,39,62
189125,14/15,80,75,77,81,60,73
190584,14/15,67,61,80,75,72,70
190972,14/15,88,74,73,85,43,66
191043,14/15,84,64,74,83,77,77
191740,14/15,76,63,79,83,54,65
193301,14/15,87,77,69,86,39,72
194957,14/15,66,55,65,58,80,80
200610,14/15,81,80,76,79,42,80
171018,14/15,63,68,77,72,78,81
176600,14/15,80,79,74,71,34,65
179605,14/15,80,73,76,85,31,62
180216,14/15,81,67,71,77,79,78
180819,14/15,72,71,78,85,49,67
183187,14/15,83,76,76,80,62,73
184134,14/15,68,60,69,70,83,83
184312,14/15,96,66,70,84,36,66
184344,14/15,69,46,66,62,78,79
186832,14/15,84,74,75,84,69,82
188253,14/15,73,67,76,78,78,80
190815,14/15,66,51,73,72,74,77
193469,14/15,67,41,64,53,80,79
197242,14/15,59,57,70,52,80,86
198076,14/15,72,57,63,58,79,84
199416,14/15,81,81,72,84,49,68
202477,14/15,91,68,66,88,26,59
204963,14/15,82,40,73,76,76,82
167599,14/15,65,71,82,63,72,75
169588,14/15,74,31,58,38,81,74
171688,14/15,80,65,73,80,75,76
184432,14/15,79,56,74,70,80,76
185239,14/15,77,38,61,62,81,73
188081,14/15,78,73,75,84,70,57
188567,14/15,95,79,74,80,38,68
201862,14/15,75,59,66,64,79,82
156142,14/15,77,73,80,82,55,71
178518,14/15,80,71,76,79,76,80
182879,14/15,81,79,77,77,26,65
190547,14/15,52,29,44,34,81,78
190782,14/15,72,68,72,75,80,84
161754,14/15,63,66,74,65,81,86
176944,14/15,64,71,73,73,75,88
182495,14/15,82,52,60,60,82,77
189560,14/15,55,67,73,64,78,83
330,14/15,68,81,73,81,31,68
5471,14/15,41,84,82,76,62,71
7289,14/15,59,42,61,58,81,67
7743,14/15,82,73,78,75,43,66
21146,14/15,60,69,79,71,75,68
25420,14/15,55,79,69,78,32,71
48745,14/15,69,52,64,62,79,77
50327,14/15,73,72,80,83,52,67
53914,14/15,68,46,58,49,81,81
103935,14/15,56,74,82,77,65,69
120312,14/15,32,31,46,25,81,79
134979,14/15,33,41,58,54,80,72
135455,14/15,78,71,79,78,76,80
138726,14/15,54,50,57,56,81,79
139997,14/15,72,72,84,71,76,76
142780,14/15,67,50,64,59,81,76
146482,14/15,63,75,82,80,35,61
146741,14/15,73,60,71,58,79,78
146760,14/15,83,59,73,80,76,78
148138,14/15,80,79,67,77,36,82
148224,14/15,71,76,80,76,68,77
152747,14/15,92,63,73,83,27,60
157304,14/15,71,63,69,58,80,77
157960,14/15,82,74,81,82,70,73
158810,14/15,67,72,77,72,75,77
161805,14/15,75,65,75,76,78,82
162369,14/15,66,80,61,70,31,69
163418,14/15,74,43,57,51,79,82
163711,14/15,78,53,72,73,80,68
163824,14/15,70,42,57,56,79,82
167614,14/15,68,78,80,74,70,71
168585,14/15,61,59,60,60,81,82
169051,14/15,79,78,78,83,68,85
170664,14/15,79,76,78,81,51,80
171579,14/15,72,74,80,78,65,80
172294,14/15,69,44,59,44,80,82
176266,14/15,60,40,71,69,79,76
176619,14/15,86,76,68,76,37,73
176769,14/15,77,80,71,80,32,64
178509,14/15,62,78,69,68,38,82
179752,14/15,42,85,69,72,30,71
179875,14/15,75,80,62,73,37,84
181786,14/15,52,46,66,64,81,81
184120,14/15,60,65,75,72,75,76
186581,14/15,74,73,82,79,62,68
206407,14/15,85,58,72,71,75,77
202556,14/15,91,71,72,86,28,75
212125,14/15,90,66,72,86,36,52
198784,14/15,89,71,71,85,41,72
199189,14/15,80,71,74,84,55,74
207865,14/15,79,36,57,55,80,74
210513,14/15,75,70,75,85,29,44
207566,14/15,59,60,70,75,80,84
170368,14/15,81,80,77,86,28,60
184477,14/15,67,44,53,43,77,84
199074,14/15,77,79,51,73,36,77
200752,14/15,78,38,53,53,80,81
205566,14/15,87,67,70,78,74,71
173432,14/15,68,42,60,48,79,79
178213,14/15,61,61,72,73,78,81
181291,14/15,83,73,70,85,63,72
183711,14/15,75,68,76,74,70,76
183899,14/15,87,70,73,82,32,53
184826,14/15,61,74,80,77,69,70
185132,14/15,60,50,63,55,79,75
185174,14/15,76,66,78,77,69,75
186146,14/15,85,76,71,80,33,75
191032,14/15,85,69,75,83,34,78
200315,14/15,89,72,70,83,26,60
209102,14/15,88,67,75,82,65,70
155887,14/15,69,67,75,75,71,82
160766,14/15,85,69,70,84,34,60
176270,14/15,81,80,45,78,34,72
176571,14/15,81,72,74,79,62,78
177105,14/15,79,74,78,80,45,61
181458,14/15,80,80,76,78,42,74
184087,14/15,64,58,64,59,79,79
186115,14/15,81,56,72,75,79,71
188803,14/15,88,75,72,82,41,61
190149,14/15,90,66,75,70,72,82
192086,14/15,85,77,72,76,44,64
198176,14/15,66,47,62,64,79,75
198196,14/15,64,80,54,69,37,83
201400,14/15,77,70,75,84,56,67
204639,14/15,67,39,54,53,81,74
212351,14/15,77,47,56,62,79,78
173198,14/15,68,40,47,42,81,79
173208,14/15,82,62,72,73,77,77
173818,14/15,81,75,65,84,29,70
177388,14/15,78,79,77,80,44,64
183483,14/15,63,79,62,80,29,77
183574,14/15,75,78,76,81,42,74
187052,14/15,77,64,70,74,77,77
188005,14/15,66,47,69,57,77,81
192722,14/15,84,73,75,81,44,64
203627,14/15,88,75,78,78,60,52
164477,14/15,61,53,69,69,78,88
172316,14/15,77,62,68,66,76,74
178416,14/15,86,75,70,82,31,71
187072,14/15,76,78,77,77,71,76
187084,14/15,86,77,55,64,33,75
188802,14/15,77,53,69,68,79,78
189246,14/15,59,55,67,42,82,85
195861,14/15,68,62,71,69,81,77
197890,14/15,61,37,55,45,80,78
105454,14/15,89,76,74,86,30,54
169596,14/15,62,43,51,41,80,84
80,14/15,69,75,80,76,65,69
1611,14/15,54,44,55,47,81,78
1625,14/15,72,75,74,82,28,61
5485,14/15,49,62,69,61,79,76
20209,14/15,54,37,44,47,77,83
31831,14/15,56,76,83,70,64,75
45186,14/15,75,71,80,81,29,59
49072,14/15,66,81,79,80,28,66
115909,14/15,83,78,62,81,31,62
119152,14/15,74,62,60,52,78,80
120274,14/15,78,82,81,79,29,57
121122,14/15,57,64,76,63,79,75
124375,14/15,83,78,66,71,37,80
124635,14/15,70,65,69,62,80,81
134744,14/15,76,64,74,74,78,82
136553,14/15,65,82,72,68,32,68
137506,14/15,73,77,76,83,37,68
138123,14/15,59,72,75,69,76,75
138412,14/15,68,75,81,76,68,74
141200,14/15,57,40,60,40,79,74
142708,14/15,67,77,64,80,28,63
143617,14/15,84,75,77,82,61,70
144306,14/15,64,42,44,46,79,83
146011,14/15,86,78,58,80,32,74
146111,14/15,68,72,73,64,73,81
146460,14/15,67,60,73,61,74,81
147621,14/15,81,71,79,75,49,71
148122,14/15,50,38,58,44,81,81
152908,14/15,86,73,75,82,34,53
153244,14/15,72,81,72,74,33,73
154950,14/15,77,68,78,77,69,73
155885,14/15,86,70,71,88,41,65
158138,14/15,78,74,78,78,43,67
158232,14/15,83,77,71,86,31,66
158856,14/15,64,75,75,72,74,80
159145,14/15,71,80,63,68,39,72
160310,14/15,73,51,66,62,78,84
161648,14/15,78,77,76,87,34,69
163083,14/15,39,43,56,56,81,73
164876,14/15,67,78,68,70,43,76
165501,14/15,66,59,65,60,77,77
165526,14/15,59,38,50,35,81,82
170783,14/15,74,56,66,72,79,88
172124,14/15,83,80,69,78,37,75
172672,14/15,83,78,71,83,41,66
174379,14/15,81,73,71,81,36,58
174549,14/15,77,72,79,83,39,60
176794,14/15,66,78,72,74,42,74
176903,14/15,71,47,74,64,74,74
176949,14/15,70,74,76,84,52,56
177553,14/15,81,74,73,86,38,66
180695,14/15,77,80,72,77,42,72
183280,14/15,68,55,51,49,83,81
185000,14/15,76,77,77,77,32,63
185103,14/15,72,70,78,77,78,78
188427,14/15,84,71,75,77,70,81
199151,14/15,92,68,65,84,27,50
187924,14/15,66,71,81,80,53,71
192227,14/15,68,56,61,41,80,76
201153,14/15,78,75,53,78,29,66
207862,14/15,62,57,63,62,80,76
190286,14/15,69,70,79,81,29,52
197853,14/15,83,63,70,73,76,83
199304,14/15,80,74,76,78,76,76
204970,14/15,83,73,74,81,32,63
208128,14/15,75,76,78,78,37,57
216547,14/15,89,67,70,82,34,44
193061,14/15,82,68,77,80,64,74
193338,14/15,78,76,59,71,30,68
194644,14/15,88,49,72,72,73,76
203299,14/15,88,71,69,83,29,62
204024,14/15,68,56,69,76,75,76
179546,14/15,80,65,78,86,25,42
179696,14/15,78,72,71,74,78,79
184716,14/15,70,58,76,76,66,60
189681,14/15,83,56,71,73,76,77
190502,14/15,72,70,78,73,73,76
195365,14/15,84,60,72,86,40,61
197937,14/15,73,45,52,33,76,84
198504,14/15,80,77,67,79,36,68
199561,14/15,75,74,74,84,39,66
200106,14/15,80,78,75,79,29,55
200215,14/15,77,61,73,74,75,75
205362,14/15,74,30,53,30,80,75
206655,14/15,86,77,69,83,31,65
211061,14/15,76,71,78,81,40,52
176993,14/15,81,72,72,86,25,45
178085,14/15,66,70,82,72,63,69
182168,14/15,57,37,52,58,79,76
183855,14/15,73,45,53,48,82,78
184267,14/15,77,61,75,86,39,58
188154,14/15,72,72,77,78,59,70
188377,14/15,91,63,71,73,76,80
192658,14/15,78,51,72,71,75,73
196934,14/15,77,75,76,77,49,70
197061,14/15,74,50,67,60,80,75
199451,14/15,81,75,76,81,31,60
201262,14/15,72,70,76,78,67,63
201508,14/15,75,74,76,81,40,61
209132,14/15,71,77,52,71,32,80
158905,14/15,68,68,77,75,74,70
161793,14/15,60,75,61,69,44,74
165109,14/15,78,55,60,65,81,78
173306,14/15,84,58,71,71,75,73
177519,14/15,66,40,62,62,78,71
182836,14/15,73,78,61,66,49,85
183871,14/15,88,72,70,81,48,68
183937,14/15,85,63,71,74,73,75
184484,14/15,68,80,77,72,51,66
185373,14/15,80,74,77,73,47,70
187132,14/15,73,50,58,65,77,80
190223,14/15,78,46,72,70,74,77
191687,14/15,52,47,61,58,78,83
199715,14/15,77,71,76,80,26,71
200529,14/15,77,74,75,82,44,77
203528,14/15,91,68,66,83,28,67
169721,14/15,79,55,64,64,78,85
182212,14/15,74,77,65,69,32,72
183108,14/15,88,70,72,83,35,73
184200,14/15,79,74,75,82,42,74
186452,14/15,70,78,72,72,59,76
188352,14/15,80,72,74,69,74,77
177983,14/15,72,36,53,45,81,80
184252,14/15,75,77,71,76,37,80
189491,14/15,80,74,73,78,65,69
192238,14/15,66,43,68,45,75,74
3622,14/15,50,46,59,50,78,67
12259,14/15,67,67,70,59,75,76
26992,14/15,71,35,55,52,78,79
41635,14/15,72,51,58,57,79,80
45601,14/15,70,76,76,82,30,72
46590,14/15,47,47,43,38,79,81
51100,14/15,68,72,80,74,66,71
53405,14/15,74,65,77,74,75,71
54013,14/15,76,73,77,81,42,61
105803,14/15,53,55,63,44,76,81
108080,14/15,84,64,73,72,78,82
110381,14/15,78,76,76,81,45,71
110842,14/15,68,77,74,73,41,61
111022,14/15,53,43,52,44,77,79
111093,14/15,72,71,78,82,27,55
112542,14/15,46,60,61,45,80,78
112847,14/15,77,68,70,71,77,85
123603,14/15,69,43,57,57,80,78
124607,14/15,73,76,80,75,61,73
134956,14/15,61,53,63,49,75,82
137351,14/15,68,59,76,74,74,71
137494,14/15,93,74,66,75,34,68
138463,14/15,66,68,77,75,73,75
142938,14/15,66,79,59,69,32,73
143121,14/15,79,70,78,75,59,71
147006,14/15,80,75,73,83,38,64
150516,14/15,74,87,76,78,38,69
153260,14/15,61,49,65,57,79,70
153296,14/15,68,71,80,79,55,67
153934,14/15,72,77,74,79,34,67
155984,14/15,61,54,74,64,74,79
156713,14/15,48,60,57,48,78,77
156722,14/15,73,65,70,69,78,79
157430,14/15,49,78,83,75,65,73
158963,14/15,62,63,76,73,71,74
159172,14/15,49,69,84,75,52,68
159261,14/15,71,83,67,75,29,68
163492,14/15,42,48,66,54,78,78
163530,14/15,54,60,71,60,79,77
163699,14/15,82,71,74,82,49,74
164376,14/15,56,76,57,63,34,79
164493,14/15,80,69,73,75,75,78
165740,14/15,75,74,76,84,38,65
165816,14/15,86,66,72,75,66,72
167237,14/15,76,81,63,73,31,65
168607,14/15,72,50,75,78,75,67
170770,14/15,82,52,73,75,77,82
172114,14/15,70,75,76,74,35,64
173146,14/15,67,65,83,74,59,66
173228,14/15,78,64,74,82,74,78
176481,14/15,76,75,71,75,43,75
176731,14/15,52,65,66,64,77,85
176733,14/15,73,77,63,71,33,69
176915,14/15,72,69,75,75,54,58
177533,14/15,67,27,49,42,78,82
177635,14/15,84,63,78,74,73,73
177649,14/15,87,65,72,80,42,61
178111,14/15,59,47,59,42,79,80
178535,14/15,73,76,63,78,30,76
179589,14/15,84,78,69,81,29,71
180826,14/15,78,76,57,76,29,68
182862,14/15,73,68,73,76,76,77
183498,14/15,74,72,75,72,71,79
183893,14/15,57,58,65,65,78,74
192841,14/15,75,67,76,83,60,61
194365,14/15,77,75,65,79,40,72
209082,14/15,56,75,64,70,33,72
209118,14/15,63,70,81,77,27,60
210935,14/15,84,74,67,82,29,65
201399,14/15,79,75,51,68,30,69
203038,14/15,75,72,74,83,29,59
206058,14/15,84,44,71,65,74,77
201510,14/15,79,63,73,72,75,73
205498,14/15,79,66,79,76,69,67
215785,14/15,88,70,69,82,31,71
199767,14/15,77,71,74,74,62,74
202642,14/15,78,66,71,63,77,78
203486,14/15,73,73,76,76,32,63
209329,14/15,57,33,50,41,78,76
209331,14/15,93,65,70,85,48,64
193474,14/15,70,54,67,69,75,75
193525,14/15,81,56,65,63,78,76
199503,14/15,49,62,76,76,65,73
200458,14/15,80,51,71,69,74,73
202515,14/15,87,73,71,84,27,55
211368,14/15,91,67,70,82,28,63
212198,14/15,79,69,77,79,59,62
215466,14/15,66,32,50,48,78,79
170370,14/15,67,68,77,75,56,61
171875,14/15,82,72,78,78,72,77
183465,14/15,71,71,74,76,73,77
190544,14/15,80,74,72,82,35,61
193504,14/15,75,31,55,55,77,78
194079,14/15,83,68,72,82,66,62
202087,14/15,65,65,77,70,73,77
203551,14/15,80,75,72,75,64,69
204523,14/15,66,62,79,75,57,60
205600,14/15,74,54,59,60,77,77
143076,14/15,89,69,71,82,25,50
181560,14/15,76,39,57,62,75,80
182152,14/15,76,74,73,82,55,64
186351,14/15,75,74,71,72,74,81
189881,14/15,78,28,54,59,80,74
190150,14/15,66,31,62,59,76,79
190582,14/15,71,77,58,72,39,81
193839,14/15,83,63,73,78,69,72
198113,14/15,66,69,74,73,75,80
198141,14/15,70,45,62,59,80,69
199422,14/15,68,64,76,70,65,72
200104,14/15,86,78,67,79,29,58
205601,14/15,92,66,71,80,31,55
183569,14/15,78,75,69,84,39,70
184431,14/15,91,70,79,84,28,52
184575,14/15,91,77,70,77,32,56
184789,14/15,67,74,59,74,38,79
188337,14/15,91,64,72,69,65,76
188654,14/15,67,42,48,49,80,73
188770,14/15,75,76,70,81,38,72
189795,14/15,78,74,67,75,44,82
192629,14/15,82,74,72,81,30,59
192774,14/15,79,27,45,54,78,80
198077,14/15,91,68,71,81,31,57
198200,14/15,66,59,66,64,75,76
198648,14/15,72,67,79,77,68,71
199069,14/15,85,77,56,69,30,70
200145,14/15,66,66,71,68,73,79
201118,14/15,82,67,71,75,74,73
205943,14/15,81,65,59,65,77,74
156519,14/15,73,66,73,74,67,78
171318,14/15,87,62,66,85,41,50
173467,14/15,74,69,70,73,76,76
176790,14/15,84,71,73,76,42,65
177019,14/15,69,39,71,63,77,73
177569,14/15,75,72,76,76,41,60
177666,14/15,79,76,73,76,40,76
177922,14/15,89,74,71,77,35,60
179528,14/15,54,58,75,61,69,77
179544,14/15,67,61,68,73,76,80
183909,14/15,88,62,71,86,36,50
186296,14/15,58,53,71,67,74,75
186912,14/15,72,60,72,68,74,78
186954,14/15,83,77,59,73,38,73
188270,14/15,65,29,55,32,78,76
189068,14/15,60,77,50,53,38,74
189156,14/15,66,52,67,61,79,81
190520,14/15,72,42,66,62,78,71
190919,14/15,76,77,75,78,37,64
197965,14/15,82,73,72,78,32,56
198202,14/15,51,39,49,32,78,78
201144,14/15,50,61,76,77,69,67
125167,14/15,66,44,51,57,76,80
153177,14/15,77,79,69,83,37,66
164491,14/15,77,55,76,76,74,77
169590,14/15,60,67,78,71,74,74
170815,14/15,65,68,74,74,71,73
172049,14/15,91,62,70,86,31,63
178424,14/15,84,67,74,70,73,74
187324,14/15,68,51,55,54,78,77
187800,14/15,81,57,73,75,71,70
188042,14/15,79,76,73,81,29,56
188325,14/15,61,77,59,70,29,83
189251,14/15,71,66,76,77,66,66
189530,14/15,76,62,70,74,74,72
192333,14/15,71,43,62,66,76,79
197083,14/15,83,70,71,83,32,70
164769,14/15,71,76,58,69,31,74
167549,14/15,77,60,72,66,76,67
171897,14/15,83,68,75,81,70,65
178087,14/15,74,77,71,78,38,52
187323,14/15,64,45,54,64,79,78
187659,14/15,72,55,67,69,76,82
192667,14/15,80,44,62,76,75,84
193532,14/15,76,65,61,61,78,86
193844,14/15,75,59,74,77,26,57
200647,14/15,72,74,79,79,39,65
2492,14/15,87,71,71,73,71,80
8517,14/15,58,65,70,72,79,76
13879,14/15,51,80,70,64,33,79
15723,14/15,70,76,72,74,65,79
20556,14/15,68,71,78,81,51,68
23461,14/15,38,40,49,38,80,66
25798,14/15,49,74,63,64,33,76
26709,14/15,61,52,70,43,75,72
42521,14/15,68,77,79,77,35,67
45842,14/15,53,55,64,46,76,76
49012,14/15,70,75,65,67,34,82
49425,14/15,67,56,66,43,75,75
52126,14/15,66,67,78,73,72,74
52752,14/15,76,69,76,81,49,62
52797,14/15,54,67,81,73,66,71
53014,14/15,68,48,67,61,78,77
105318,14/15,73,71,80,74,44,65
109416,14/15,80,74,73,70,35,75
110376,14/15,67,76,72,79,32,68
121170,14/15,60,80,76,73,53,75
121193,14/15,77,72,60,69,49,79
122849,14/15,81,75,60,79,34,73
123621,14/15,70,74,73,73,74,83
135697,14/15,74,77,74,84,30,62
137361,14/15,75,71,53,61,31,74
