7763,14/15,cm
7763,14/15,cdm
45197,14/15,cdm
45197,14/15,cm
53302,14/15,cdm
138956,14/15,cb
139869,14/15,cam
139869,14/15,cm
139869,14/15,lm
146562,14/15,lm
146562,14/15,cam
146562,14/15,rm
148803,14/15,st
162895,14/15,cm
162895,14/15,cam
182493,14/15,cb
195864,14/15,cm
195864,14/15,cam
197781,14/15,cam
197781,14/15,cm
197781,14/15,lm
197781,14/15,cdm
186942,14/15,cm
186942,14/15,cdm
186942,14/15,cam
193080,14/15,gk
193082,14/15,rm
193082,14/15,lm
171833,14/15,st
171833,14/15,rw
180206,14/15,cm
186561,14/15,cm
186561,14/15,cdm
189505,14/15,lw
189505,14/15,rw
170481,14/15,cb
170890,14/15,cdm
170890,14/15,cm
167628,14/15,gk
168651,14/15,cam
168651,14/15,cm
173221,14/15,rw
2196,14/15,gk
13732,14/15,cb
53612,14/15,cb
112253,14/15,cdm
112253,14/15,cm
120533,14/15,cb
120533,14/15,cdm
137186,14/15,cb
140601,14/15,cb
142754,14/15,cb
146439,14/15,st
146530,14/15,rb
146536,14/15,rm
146748,14/15,gk
148119,14/15,gk
158133,14/15,rm
162347,14/15,cm
162347,14/15,cam
162835,14/15,gk
168609,14/15,cb
173210,14/15,cm
173210,14/15,cdm
173210,14/15,cam
174543,14/15,gk
180930,14/15,st
181783,14/15,st
189358,14/15,cam
189358,14/15,lm
189358,14/15,cm
189362,14/15,rw
189362,14/15,st
189362,14/15,rm
190460,14/15,cam
190460,14/15,lm
192448,14/15,gk
194765,14/15,lw
194765,14/15,lm
169416,14/15,rw
169416,14/15,cam
169416,14/15,st
197445,14/15,lb
197445,14/15,cm
197445,14/15,cdm
197445,14/15,lm
200949,14/15,rw
200949,14/15,rm
171877,14/15,cam
186627,14/15,st
175943,14/15,cam
176676,14/15,lb
191202,14/15,cdm
191202,14/15,cm
192563,14/15,gk
193747,14/15,lm
193747,14/15,rm
193747,14/15,cm
196144,14/15,st
162409,14/15,st
172723,14/15,gk
172871,14/15,cb
172871,14/15,lb
172879,14/15,cb
172879,14/15,rb
179784,14/15,cb
179784,14/15,rb
179784,14/15,lb
180403,14/15,rm
180403,14/15,cam
183556,14/15,cb
184144,14/15,lm
188428,14/15,st
150724,14/15,gk
173426,14/15,gk
179944,14/15,cb
185221,14/15,cdm
1179,14/15,gk
13743,14/15,cdm
13743,14/15,cm
16254,14/15,gk
20800,14/15,lw
20800,14/15,cam
48717,14/15,gk
49370,14/15,cdm
49370,14/15,cm
121933,14/15,gk
136130,14/15,cb
136138,14/15,cam
136138,14/15,lm
136138,14/15,rm
142784,14/15,rb
146954,14/15,cm
146954,14/15,cdm
150418,14/15,st
152999,14/15,st
158625,14/15,cb
159065,14/15,lw
159065,14/15,st
161956,14/15,cm
163631,14/15,lb
163705,14/15,gk
164169,14/15,lb
164994,14/15,rm
173771,14/15,rb
180432,14/15,cm
180432,14/15,cam
182494,14/15,gk
209119,14/15,cb
209119,14/15,lb
184881,14/15,rm
184881,14/15,rw
201535,14/15,cb
212218,14/15,cb
212218,14/15,lb
189242,14/15,cam
189242,14/15,lw
189242,14/15,cm
189509,14/15,cm
189509,14/15,cam
189509,14/15,cdm
192985,14/15,cam
192985,14/15,lm
192985,14/15,rm
164859,14/15,rm
189332,14/15,lb
189461,14/15,cm
189461,14/15,cdm
189461,14/15,lm
189712,14/15,cm
192883,14/15,cam
192883,14/15,lm
192883,14/15,rm
201942,14/15,cam
201942,14/15,cf
170369,14/15,st
170369,14/15,cf
170369,14/15,lw
170369,14/15,rw
170797,14/15,cm
170797,14/15,cdm
172610,14/15,cb
177457,14/15,cm
177457,14/15,cdm
181820,14/15,st
181820,14/15,cf
189574,14/15,cdm
189574,14/15,cm
189963,14/15,st
193130,14/15,lm
193130,14/15,rm
170733,14/15,lw
170733,14/15,rw
177458,14/15,cdm
178224,14/15,st
183285,14/15,cb
139068,14/15,rm
139068,14/15,lm
184943,14/15,cdm
184943,14/15,cm
9676,14/15,st
11141,14/15,st
24630,14/15,gk
30110,14/15,st
30110,14/15,cam
31432,14/15,st
34079,14/15,lb
45574,14/15,cam
45574,14/15,cf
45574,14/15,cm
49369,14/15,st
53578,14/15,cdm
53578,14/15,cm
116494,14/15,gk
135475,14/15,cdm
135475,14/15,cm
135507,14/15,cm
135507,14/15,cdm
137262,14/15,st
143306,14/15,gk
146758,14/15,st
148711,14/15,cb
152039,14/15,cb
155897,14/15,cf
155897,14/15,cam
155897,14/15,st
159287,14/15,cm
159287,14/15,cdm
162131,14/15,st
164435,14/15,cam
164468,14/15,cb
165229,14/15,cb
165580,14/15,gk
166706,14/15,cb
167943,14/15,cm
167943,14/15,cam
167943,14/15,cdm
177326,14/15,cam
177326,14/15,rw
178372,14/15,rb
178372,14/15,cb
182629,14/15,gk
207664,14/15,st
190813,14/15,lw
189513,14/15,cm
189513,14/15,cam
190531,14/15,cb
192505,14/15,st
198329,14/15,st
198329,14/15,cf
198329,14/15,rw
198329,14/15,lw
199556,14/15,cm
199556,14/15,cdm
202652,14/15,rw
202652,14/15,lw
202652,14/15,cam
204525,14/15,cb
205525,14/15,cam
177413,14/15,cm
177413,14/15,cdm
178562,14/15,cm
178562,14/15,cdm
184111,14/15,st
187961,14/15,cm
187961,14/15,cdm
189354,14/15,rw
189354,14/15,rm
189575,14/15,lw
189575,14/15,cam
192387,14/15,st
193348,14/15,rm
193348,14/15,lm
193348,14/15,cam
202166,14/15,lm
202166,14/15,cam
202166,14/15,rm
177358,14/15,cdm
177358,14/15,cm
178005,14/15,gk
188943,14/15,gk
190483,14/15,cam
190483,14/15,rw
192366,14/15,cb
192620,14/15,cb
192620,14/15,lb
193116,14/15,cdm
193116,14/15,cb
193352,14/15,lb
199835,14/15,st
199835,14/15,rw
177644,14/15,gk
177934,14/15,rw
177934,14/15,cf
177934,14/15,rm
185020,14/15,cam
185020,14/15,rm
186153,14/15,gk
187607,14/15,st
189250,14/15,st
162240,14/15,cm
162240,14/15,cdm
162240,14/15,cam
167431,14/15,cm
167431,14/15,rm
167431,14/15,rb
167431,14/15,cf
173909,14/15,cm
173909,14/15,cam
173909,14/15,cdm
173909,14/15,st
177600,14/15,cm
177600,14/15,cdm
178393,14/15,cf
178393,14/15,rw
179527,14/15,st
179527,14/15,lw
195086,14/15,cb
199434,14/15,cam
199434,14/15,lw
199434,14/15,lm
172175,14/15,rm
179645,14/15,cb
186953,14/15,gk
1238,14/15,cf
1238,14/15,st
4098,14/15,cm
4098,14/15,cdm
6826,14/15,cdm
7631,14/15,cf
8473,14/15,cam
8473,14/15,rm
20775,14/15,rw
20775,14/15,lw
28130,14/15,cam
45119,14/15,cdm
50542,14/15,st
52091,14/15,lb
52091,14/15,lm
53050,14/15,st
106213,14/15,rb
106231,14/15,st
112316,14/15,cb
112316,14/15,lb
112316,14/15,lm
113422,14/15,st
113422,14/15,lw
113422,14/15,lm
115533,14/15,gk
138110,14/15,cb
139968,14/15,gk
140233,14/15,gk
144622,14/15,cf
144622,14/15,st
144622,14/15,cam
147782,14/15,cdm
150656,14/15,cdm
152554,14/15,lb
157481,14/15,cb
157503,14/15,cdm
157503,14/15,cm
158626,14/15,rb
159147,14/15,cb
163419,14/15,rb
167905,14/15,rm
167905,14/15,rwb
171919,14/15,cb
177134,14/15,st
178007,14/15,cdm
178007,14/15,cm
179847,14/15,cb
183284,14/15,cb
188791,14/15,cm
192615,14/15,cb
196432,14/15,cm
196432,14/15,rm
209097,14/15,st
186547,14/15,cb
186547,14/15,cdm
188829,14/15,cb
191180,14/15,cm
191180,14/15,lm
193476,14/15,cam
198219,14/15,cam
198219,14/15,cf
198219,14/15,lw
200454,14/15,st
200454,14/15,cf
167812,14/15,cb
170597,14/15,gk
177683,14/15,gk
186148,14/15,gk
187735,14/15,cam
187735,14/15,cdm
187735,14/15,lm
189125,14/15,lm
189690,14/15,gk
190584,14/15,cm
190584,14/15,cdm
190972,14/15,rm
191043,14/15,lb
191740,14/15,cm
191740,14/15,cam
193301,14/15,st
193301,14/15,rw
193301,14/15,cf
194957,14/15,cb
194957,14/15,rb
194957,14/15,cm
200610,14/15,rm
200610,14/15,cf
200610,14/15,st
171018,14/15,cm
171018,14/15,cdm
176600,14/15,st
179605,14/15,cam
179605,14/15,lm
180216,14/15,rb
180819,14/15,cam
180819,14/15,rm
180819,14/15,lm
183187,14/15,lm
183187,14/15,cf
184134,14/15,cdm
184134,14/15,cm
184312,14/15,rw
184312,14/15,lw
184344,14/15,cb
186832,14/15,lm
186832,14/15,cm
188253,14/15,cdm
188253,14/15,cm
190815,14/15,cdm
190815,14/15,lb
190815,14/15,cm
193469,14/15,cb
193469,14/15,cdm
193469,14/15,cm
197242,14/15,cdm
198076,14/15,cb
199416,14/15,lw
199416,14/15,cam
199416,14/15,rb
202477,14/15,rw
202477,14/15,rm
204963,14/15,rb
167599,14/15,cdm
169588,14/15,cb
171688,14/15,lb
178750,14/15,gk
184432,14/15,lb
184432,14/15,rb
185239,14/15,cb
186569,14/15,gk
188081,14/15,cam
188081,14/15,cdm
188567,14/15,rm
188567,14/15,st
188567,14/15,rw
193041,14/15,gk
199987,14/15,gk
201862,14/15,cb
201862,14/15,lb
156142,14/15,cam
156142,14/15,lm
178518,14/15,cm
182879,14/15,lm
182879,14/15,rm
190547,14/15,cb
190782,14/15,cdm
190782,14/15,cm
161754,14/15,cdm
161754,14/15,cm
161754,14/15,cb
176944,14/15,cdm
176944,14/15,cm
182495,14/15,cb
182495,14/15,rb
189560,14/15,cdm
189560,14/15,cm
330,14/15,st
330,14/15,cf
4667,14/15,gk
5471,14/15,cm
5471,14/15,cdm
7289,14/15,cb
7743,14/15,lm
7743,14/15,st
21146,14/15,cm
21146,14/15,cdm
25420,14/15,st
25420,14/15,cam
48745,14/15,cb
50327,14/15,lm
53914,14/15,cb
103935,14/15,cm
103935,14/15,cdm
120312,14/15,cb
134979,14/15,cb
135455,14/15,rb
137677,14/15,gk
138726,14/15,cb
139062,14/15,gk
139094,14/15,gk
139668,14/15,gk
139997,14/15,rb
142780,14/15,cb
143632,14/15,gk
146482,14/15,cam
146482,14/15,rw
146741,14/15,rb
146741,14/15,lb
146760,14/15,rb
146760,14/15,rm
146760,14/15,lb
148138,14/15,st
148224,14/15,cm
148224,14/15,cdm
152747,14/15,rm
152747,14/15,lm
157304,14/15,cb
157304,14/15,lb
157960,14/15,cm
157960,14/15,cdm
157960,14/15,cam
158810,14/15,cdm
158810,14/15,cm
161805,14/15,cdm
161805,14/15,cm
162369,14/15,st
163418,14/15,cb
163711,14/15,cdm
163711,14/15,cm
163824,14/15,cb
167614,14/15,cm
167614,14/15,cam
168585,14/15,cb
169051,14/15,cm
169051,14/15,cam
170664,14/15,lm
171579,14/15,rm
171579,14/15,cam
171579,14/15,st
172294,14/15,cb
176266,14/15,cdm
176266,14/15,cm
176619,14/15,st
176769,14/15,st
176769,14/15,cam
178509,14/15,st
179752,14/15,st
179875,14/15,st
181786,14/15,cb
184120,14/15,cm
184120,14/15,cdm
186581,14/15,cam
186581,14/15,rm
206407,14/15,rb
202556,14/15,lw
212125,14/15,rm
212125,14/15,lm
198784,14/15,rm
198784,14/15,cm
198784,14/15,rw
199189,14/15,cam
207865,14/15,cb
210513,14/15,cam
210513,14/15,lw
207566,14/15,cdm
170368,14/15,rm
170368,14/15,cam
184477,14/15,cb
184477,14/15,cdm
199074,14/15,st
200752,14/15,cb
205566,14/15,lb
173432,14/15,cb
178213,14/15,cdm
178213,14/15,cb
181291,14/15,cam
181291,14/15,rw
181291,14/15,cm
183711,14/15,cm
183899,14/15,lw
183899,14/15,lm
183899,14/15,cf
183899,14/15,rw
184826,14/15,cm
185132,14/15,cb
185132,14/15,cdm
185174,14/15,cm
185174,14/15,cam
186146,14/15,st
186146,14/15,cf
186146,14/15,lm
191032,14/15,rm
191032,14/15,lm
200315,14/15,rw
200315,14/15,lw
209102,14/15,lm
209102,14/15,lb
216336,14/15,gk
155887,14/15,cm
155887,14/15,cdm
160766,14/15,rw
160766,14/15,lw
160766,14/15,cf
163489,14/15,gk
176270,14/15,st
176571,14/15,lm
176571,14/15,cam
177105,14/15,rm
181458,14/15,lm
181458,14/15,rm
184087,14/15,cb
186115,14/15,lb
188803,14/15,cam
188803,14/15,lw
190149,14/15,rb
190149,14/15,rw
190149,14/15,cam
190149,14/15,cm
192086,14/15,st
192086,14/15,cam
198176,14/15,cb
198196,14/15,st
201400,14/15,cam
201400,14/15,cm
201400,14/15,rm
201400,14/15,rw
204639,14/15,cb
212351,14/15,cb
212351,14/15,cdm
173198,14/15,cb
173208,14/15,lb
173818,14/15,st
173818,14/15,rw
177388,14/15,lm
177388,14/15,rm
183483,14/15,st
183483,14/15,cf
183574,14/15,cf
183574,14/15,st
187052,14/15,cdm
187052,14/15,cm
188005,14/15,cdm
188005,14/15,cb
192722,14/15,rw
192722,14/15,rm
192722,14/15,cam
193698,14/15,gk
203627,14/15,lm
203627,14/15,lw
164477,14/15,cdm
164477,14/15,cm
172316,14/15,rb
178416,14/15,rw
178416,14/15,st
187072,14/15,rm
187072,14/15,cdm
187072,14/15,cam
187072,14/15,cm
187084,14/15,st
188802,14/15,lb
189246,14/15,cdm
189246,14/15,cm
189246,14/15,cb
195861,14/15,cb
195861,14/15,lb
197890,14/15,cb
105454,14/15,rm
158121,14/15,gk
169596,14/15,cb
80,14/15,cm
80,14/15,cam
1611,14/15,cb
1625,14/15,cf
1625,14/15,st
1625,14/15,lm
5485,14/15,cdm
11983,14/15,gk
20209,14/15,cb
20209,14/15,rb
31831,14/15,cm
31831,14/15,cdm
45186,14/15,rw
45186,14/15,lw
49072,14/15,st
110677,14/15,gk
114764,14/15,gk
115909,14/15,st
115909,14/15,lm
119152,14/15,cb
120274,14/15,st
121122,14/15,cdm
121122,14/15,cm
124375,14/15,st
124375,14/15,cf
124375,14/15,rw
124375,14/15,lw
124635,14/15,cdm
124635,14/15,cb
134744,14/15,cdm
134744,14/15,rb
134744,14/15,cm
136553,14/15,st
137506,14/15,cf
137506,14/15,cam
138123,14/15,cdm
138123,14/15,cm
138412,14/15,rm
138412,14/15,cm
140293,14/15,gk
141200,14/15,cb
142708,14/15,st
143617,14/15,rm
143617,14/15,lm
143617,14/15,lb
144306,14/15,cb
146011,14/15,st
146011,14/15,cf
146011,14/15,rw
146111,14/15,cm
146460,14/15,cdm
146460,14/15,cm
147621,14/15,rm
147621,14/15,cam
147621,14/15,rw
148122,14/15,cb
152908,14/15,lm
152908,14/15,lwb
153244,14/15,st
154950,14/15,lm
154950,14/15,lb
154950,14/15,lw
155885,14/15,rm
155885,14/15,rw
158138,14/15,cam
158138,14/15,cm
158138,14/15,lm
158232,14/15,st
158232,14/15,rw
158856,14/15,cm
158856,14/15,cdm
159145,14/15,st
160310,14/15,rb
161648,14/15,rm
161648,14/15,rw
161648,14/15,cam
163083,14/15,cb
163155,14/15,gk
164505,14/15,gk
164876,14/15,st
164876,14/15,cam
165501,14/15,cb
165526,14/15,cb
170783,14/15,cdm
170783,14/15,cm
172124,14/15,lw
172124,14/15,st
172672,14/15,lw
172672,14/15,rw
174379,14/15,lw
174379,14/15,rw
174549,14/15,cam
174549,14/15,cm
174549,14/15,cf
176794,14/15,st
176794,14/15,cam
176903,14/15,cdm
176903,14/15,cm
176949,14/15,rw
176949,14/15,cam
177553,14/15,rm
177553,14/15,lm
180695,14/15,st
183280,14/15,cb
183666,14/15,gk
185000,14/15,cam
185000,14/15,lm
185000,14/15,rm
185103,14/15,lb
188427,14/15,lm
188427,14/15,cm
188427,14/15,lb
199151,14/15,rw
187924,14/15,cam
187924,14/15,cm
192227,14/15,cb
201153,14/15,st
207862,14/15,cb
207862,14/15,cdm
207862,14/15,cm
190286,14/15,cam
190286,14/15,lm
190286,14/15,rm
197853,14/15,rb
197853,14/15,rm
199304,14/15,rb
204970,14/15,rm
204970,14/15,cam
204970,14/15,rw
204970,14/15,st
208128,14/15,cam
208128,14/15,lm
208128,14/15,cf
208128,14/15,cm
216547,14/15,lw
216547,14/15,cam
216547,14/15,rw
190778,14/15,gk
193061,14/15,cm
193061,14/15,cam
193061,14/15,cf
193338,14/15,st
194644,14/15,rb
194644,14/15,lb
203299,14/15,rw
203299,14/15,lw
204024,14/15,cdm
204024,14/15,cm
176550,14/15,gk
179546,14/15,cam
179546,14/15,lm
179696,14/15,lb
184716,14/15,cm
184716,14/15,cdm
189681,14/15,rb
190502,14/15,cdm
190502,14/15,cm
195365,14/15,rm
195365,14/15,rw
195365,14/15,cam
197937,14/15,cb
198504,14/15,st
198504,14/15,lm
198504,14/15,rm
199561,14/15,lm
199561,14/15,lw
200106,14/15,rw
200106,14/15,rm
200215,14/15,cdm
200215,14/15,cm
200389,14/15,gk
205362,14/15,cb
206655,14/15,st
206655,14/15,cam
211061,14/15,cam
211061,14/15,cf
176993,14/15,rw
176993,14/15,lw
176993,14/15,cf
178085,14/15,cm
178085,14/15,cam
178085,14/15,rm
179783,14/15,gk
182168,14/15,cb
183855,14/15,cb
184267,14/15,lw
184267,14/15,rw
188154,14/15,cam
188154,14/15,cm
188154,14/15,cdm
188377,14/15,rb
192658,14/15,rb
196934,14/15,cam
196934,14/15,cm
197061,14/15,cb
197061,14/15,cdm
199451,14/15,st
199451,14/15,cf
201262,14/15,cm
201262,14/15,cdm
201508,14/15,cam
201508,14/15,rm
209132,14/15,st
209132,14/15,cf
158905,14/15,cdm
158905,14/15,cm
161793,14/15,st
165109,14/15,lb
165247,14/15,gk
173306,14/15,lb
177519,14/15,cb
182836,14/15,st
183871,14/15,rm
183871,14/15,st
183871,14/15,lm
183937,14/15,rb
184484,14/15,cam
184484,14/15,lm
185373,14/15,cam
187132,14/15,cb
190223,14/15,lb
190223,14/15,rb
191687,14/15,cb
199715,14/15,lm
199715,14/15,rm
200529,14/15,lm
200529,14/15,cam
200529,14/15,rm
203528,14/15,rm
203528,14/15,cam
203528,14/15,lm
169721,14/15,rb
182212,14/15,st
183108,14/15,lm
184200,14/15,lm
184200,14/15,rm
186452,14/15,cam
186452,14/15,st
188352,14/15,rb
188352,14/15,lm
188352,14/15,lb
163600,14/15,gk
177983,14/15,cb
184252,14/15,st
189491,14/15,lm
189491,14/15,rm
192238,14/15,cdm
192238,14/15,cm
2147,14/15,gk
3622,14/15,cb
12259,14/15,cdm
12259,14/15,cm
26992,14/15,cb
41635,14/15,cb
45601,14/15,lm
45601,14/15,cam
46590,14/15,cb
51100,14/15,cam
51100,14/15,lm
51100,14/15,rm
51100,14/15,cm
53405,14/15,lb
54013,14/15,rm
54013,14/15,lm
105803,14/15,cb
105803,14/15,cdm
108080,14/15,rm
108080,14/15,rb
110381,14/15,lw
110842,14/15,cam
110842,14/15,lm
111022,14/15,cb
111093,14/15,rm
111093,14/15,lm
112542,14/15,cb
112847,14/15,cdm
112847,14/15,cm
123603,14/15,cb
124607,14/15,cm
134956,14/15,cb
135043,14/15,gk
137351,14/15,cdm
137494,14/15,st
137763,14/15,gk
138463,14/15,cm
142938,14/15,st
143121,14/15,rm
143121,14/15,cam
143121,14/15,cf
147006,14/15,lm
147006,14/15,rm
147006,14/15,cam
150516,14/15,lm
150516,14/15,lw
150516,14/15,st
153260,14/15,cb
153296,14/15,cam
153296,14/15,lm
153934,14/15,rm
153934,14/15,cam
153934,14/15,lm
155984,14/15,cdm
155984,14/15,cm
156713,14/15,cb
156722,14/15,cdm
156722,14/15,cm
157430,14/15,cm
157430,14/15,cdm
157430,14/15,lm
157430,14/15,lb
158963,14/15,cm
159172,14/15,cm
159172,14/15,cam
159172,14/15,cdm
159261,14/15,st
163492,14/15,cb
163530,14/15,cdm
163699,14/15,cam
163699,14/15,cf
163699,14/15,rm
164376,14/15,st
164493,14/15,lb
164493,14/15,lm
165740,14/15,rm
165740,14/15,lm
165816,14/15,rm
167237,14/15,st
168354,14/15,gk
168607,14/15,rb
169181,14/15,gk
170770,14/15,lb
172114,14/15,cam
172114,14/15,rw
173146,14/15,cm
173228,14/15,lb
176481,14/15,st
176731,14/15,cdm
176733,14/15,st
176733,14/15,cf
176915,14/15,cm
177533,14/15,cb
177533,14/15,cdm
177635,14/15,lb
177649,14/15,lm
177649,14/15,cam
177649,14/15,rm
178111,14/15,cb
178535,14/15,st
179589,14/15,st
179589,14/15,rm
180714,14/15,gk
180826,14/15,st
182862,14/15,rb
183498,14/15,cm
183498,14/15,cdm
183893,14/15,cdm
183893,14/15,cm
192841,14/15,lm
192841,14/15,cm
194365,14/15,st
194365,14/15,rm
209082,14/15,st
209082,14/15,cf
209118,14/15,lm
209118,14/15,cam
210935,14/15,rw
210935,14/15,st
201399,14/15,st
203038,14/15,lw
203038,14/15,lm
206058,14/15,rb
206058,14/15,lb
198009,14/15,gk
201510,14/15,lb
205498,14/15,cdm
205498,14/15,cm
215785,14/15,lw
215785,14/15,rw
199767,14/15,cm
202642,14/15,cdm
202642,14/15,cm
203486,14/15,cam
203486,14/15,lm
209329,14/15,cb
209331,14/15,rm
193474,14/15,cdm
193474,14/15,cm
193525,14/15,rb
199503,14/15,cm
199503,14/15,cam
200458,14/15,lb
202515,14/15,lm
202515,14/15,rm
202515,14/15,st
211368,14/15,lw
211368,14/15,rw
212198,14/15,cam
212198,14/15,cm
212198,14/15,cf
212198,14/15,lw
215316,14/15,gk
215466,14/15,cb
215466,14/15,rm
170370,14/15,cm
170370,14/15,cdm
171875,14/15,lb
171875,14/15,lm
183465,14/15,cm
190544,14/15,lw
190544,14/15,rw
190544,14/15,cf
193504,14/15,cb
194079,14/15,cam
194079,14/15,lm
194079,14/15,cm
202087,14/15,cdm
203551,14/15,rw
203551,14/15,lw
203551,14/15,cm
204523,14/15,cm
205600,14/15,cb
205600,14/15,lb
143076,14/15,lm
181560,14/15,cb
181560,14/15,rb
182152,14/15,cam
182152,14/15,cdm
182152,14/15,lm
186351,14/15,cm
186351,14/15,cdm
189881,14/15,cb
189881,14/15,rb
190150,14/15,cb
190150,14/15,lb
190582,14/15,st
193839,14/15,cm
193839,14/15,rb
194404,14/15,gk
198113,14/15,cdm
198113,14/15,rb
198113,14/15,cm
198141,14/15,cb
198141,14/15,rb
199422,14/15,cm
200104,14/15,lw
200104,14/15,st
200104,14/15,rm
200104,14/15,cf
205601,14/15,lw
205601,14/15,cam
205601,14/15,rw
146296,14/15,gk
183569,14/15,lm
183569,14/15,st
183569,14/15,lw
184431,14/15,cf
184575,14/15,lm
184575,14/15,lw
184789,14/15,st
188337,14/15,lm
188337,14/15,rm
188654,14/15,cb
188654,14/15,rb
188770,14/15,cf
188770,14/15,st
189795,14/15,st
192629,14/15,st
192629,14/15,cf
192774,14/15,cb
198077,14/15,rm
198200,14/15,cdm
198200,14/15,cb
198648,14/15,cdm
198648,14/15,cm
199069,14/15,st
199482,14/15,gk
200145,14/15,cdm
200145,14/15,cm
201118,14/15,rb
205943,14/15,cb
156519,14/15,cm
156519,14/15,cdm
162220,14/15,gk
171318,14/15,lw
171318,14/15,rw
173467,14/15,cdm
173467,14/15,cm
176790,14/15,rm
176790,14/15,st
177019,14/15,cb
177019,14/15,cdm
177569,14/15,cam
177569,14/15,cm
177666,14/15,rm
177666,14/15,rw
177666,14/15,st
177666,14/15,lm
177922,14/15,rw
177922,14/15,lw
179528,14/15,cdm
179528,14/15,cm
179544,14/15,cdm
179544,14/15,cm
183909,14/15,lm
186296,14/15,cdm
186912,14/15,rb
186912,14/15,cdm
186954,14/15,st
188270,14/15,cb
189068,14/15,st
189156,14/15,cdm
189156,14/15,cb
190520,14/15,cb
190520,14/15,rb
190919,14/15,st
197965,14/15,cam
197965,14/15,rm
198202,14/15,cb
201144,14/15,cm
201144,14/15,cdm
125167,14/15,cb
125167,14/15,lb
153177,14/15,st
153177,14/15,cam
164491,14/15,lb
164491,14/15,cdm
164491,14/15,lm
169590,14/15,cm
169590,14/15,cdm
170815,14/15,cm
170815,14/15,cdm
172049,14/15,rm
172049,14/15,lm
172049,14/15,lw
172049,14/15,rw
176094,14/15,gk
178424,14/15,lb
187324,14/15,cb
187800,14/15,rm
187800,14/15,rwb
188042,14/15,st
188042,14/15,lw
188325,14/15,st
189251,14/15,cm
189251,14/15,cdm
189530,14/15,rb
189530,14/15,lb
192333,14/15,cb
192333,14/15,cdm
194911,14/15,gk
197083,14/15,lm
197083,14/15,rm
164769,14/15,st
167549,14/15,rb
167549,14/15,cdm
171897,14/15,cm
171897,14/15,lw
171897,14/15,lb
178087,14/15,cam
178087,14/15,st
187323,14/15,cb
187323,14/15,cdm
187323,14/15,rb
187659,14/15,cdm
187659,14/15,cm
192667,14/15,rb
193532,14/15,cdm
193532,14/15,cm
193844,14/15,rm
193844,14/15,cam
193844,14/15,cm
200647,14/15,cf
200647,14/15,cam
200647,14/15,rw
28,14/15,gk
684,14/15,gk
1289,14/15,gk
2492,14/15,lb
2492,14/15,lm
8517,14/15,cdm
8517,14/15,cm
13879,14/15,st
15723,14/15,rw
15723,14/15,cf
15723,14/15,rm
15723,14/15,rwb
16097,14/15,gk
20556,14/15,rw
20556,14/15,cm
23461,14/15,cb
25798,14/15,st
26709,14/15,cb
42521,14/15,lm
42521,14/15,cam
45842,14/15,cb
47903,14/15,gk
49012,14/15,st
49425,14/15,cb
52126,14/15,cm
52752,14/15,lm
52752,14/15,cam
52752,14/15,rm
52797,14/15,cdm
52797,14/15,cm
53014,14/15,lb
53014,14/15,cb
105318,14/15,cm
105846,14/15,gk
107713,14/15,gk
109416,14/15,st
110376,14/15,st
121170,14/15,cam
121170,14/15,st
121170,14/15,cm
121193,14/15,st
121193,14/15,cf
122849,14/15,st
123621,14/15,cdm
123621,14/15,cm
135466,14/15,gk
135697,14/15,st
135697,14/15,cam
137361,14/15,st
137782,14/15,rb
137782,14/15,lb
137785,14/15,cb
138497,14/15,cb
