158657,14/15,74,66,66,58,67
159265,14/15,68,58,74,39,67
161215,14/15,72,67,70,35,71
161260,14/15,67,71,64,43,82
162054,14/15,67,71,75,47,63
162473,14/15,69,68,71,37,64
163056,14/15,70,63,70,57,63
167563,14/15,73,62,67,40,69
178312,14/15,64,59,74,37,74
186355,14/15,68,62,68,31,69
199043,14/15,71,73,72,34,67
203835,14/15,68,66,69,32,73
203928,14/15,68,59,74,49,67
214076,14/15,72,65,67,39,70
214585,14/15,72,70,67,46,71
224655,14/15,67,64,71,41,71
206218,14/15,65,61,72,48,62
212442,14/15,65,60,73,45,65
206585,14/15,59,73,75,33,70
211101,14/15,78,56,61,53,65
193331,14/15,69,61,73,55,64
200209,14/15,66,65,71,45,68
208968,14/15,64,65,71,44,68
215533,14/15,70,64,71,49,66
222900,14/15,63,66,71,48,66
190459,14/15,68,63,70,33,69
200059,14/15,63,71,71,43,64
205084,14/15,64,66,72,51,64
208104,14/15,63,78,71,46,71
205068,14/15,69,65,70,30,69
190698,14/15,65,61,75,30,62
192358,14/15,63,70,73,38,64
205942,14/15,66,64,66,44,74
207683,14/15,67,66,71,43,70
182743,14/15,66,64,72,58,66
204062,14/15,73,69,67,44,66
205849,14/15,70,68,72,44,63
184781,14/15,67,55,71,46,68
190792,14/15,64,66,72,45,64
191924,14/15,72,67,67,44,69
197641,14/15,63,57,69,37,66
199417,14/15,68,67,72,33,67
138026,14/15,65,72,76,52,65
203440,14/15,66,67,74,52,66
5208,14/15,68,61,71,41,70
5355,14/15,66,71,68,28,69
12011,14/15,68,61,70,32,69
49902,14/15,72,62,69,58,71
50763,14/15,71,70,62,43,73
52491,14/15,67,59,71,29,66
100807,14/15,70,66,70,34,68
107084,14/15,65,58,71,32,71
107579,14/15,65,59,71,45,71
115888,14/15,68,55,73,31,71
116917,14/15,69,63,72,48,70
121988,14/15,67,59,74,44,59
134697,14/15,70,67,71,46,69
135073,14/15,65,57,75,42,65
138247,14/15,69,68,70,51,72
142962,14/15,64,60,72,45,67
143596,14/15,64,67,69,35,70
146636,14/15,64,67,68,55,59
146637,14/15,61,60,76,60,61
152211,14/15,63,66,74,52,64
155344,14/15,54,63,76,47,68
155980,14/15,62,66,64,25,76
156094,14/15,68,79,70,60,63
161921,14/15,69,64,68,52,68
162978,14/15,57,77,76,58,66
165493,14/15,69,71,68,51,65
167931,14/15,66,67,71,48,68
173401,14/15,71,68,71,39,63
175141,14/15,63,62,72,43,66
176540,14/15,68,60,72,40,67
179820,14/15,58,64,75,57,71
204534,14/15,72,68,69,25,67
212465,14/15,65,68,72,43,68
214222,14/15,66,65,70,49,67
214576,14/15,65,61,69,43,71
223881,14/15,63,58,72,47,65
205659,14/15,64,52,76,39,58
219941,14/15,68,57,76,43,64
205377,14/15,61,66,74,48,65
198285,14/15,67,65,70,59,63
189430,14/15,64,52,76,40,64
191011,14/15,68,61,68,47,66
183141,14/15,66,75,64,44,74
184436,14/15,66,66,71,59,65
200658,14/15,69,67,68,35,64
214582,14/15,66,59,66,55,66
193336,14/15,61,55,76,48,65
213150,14/15,71,60,66,48,65
214834,14/15,68,65,69,40,61
169934,14/15,67,69,71,42,64
198735,14/15,62,58,73,53,61
201936,14/15,64,64,64,59,71
208826,14/15,65,62,71,25,68
214425,14/15,64,69,72,43,63
165564,14/15,67,66,71,57,64
189084,14/15,68,75,66,53,66
190769,14/15,68,65,70,31,66
198185,14/15,66,63,69,34,66
214351,14/15,68,63,65,47,67
194730,14/15,61,58,74,60,64
208616,14/15,63,51,78,53,60
177815,14/15,65,60,69,51,66
200595,14/15,67,64,68,33,67
27532,14/15,62,75,73,50,63
52326,14/15,68,64,70,47,65
53739,14/15,66,66,69,57,67
116335,14/15,72,67,65,46,70
121134,14/15,63,72,71,35,64
132740,14/15,61,68,72,33,69
137637,14/15,60,67,72,41,58
137734,14/15,67,59,69,41,67
138351,14/15,64,53,72,54,63
138529,14/15,69,64,65,34,73
140257,14/15,64,65,73,55,61
144440,14/15,60,54,74,38,66
148159,14/15,67,68,70,57,69
148634,14/15,67,62,67,48,68
149309,14/15,63,49,74,31,69
151885,14/15,65,62,73,27,64
153275,14/15,71,59,72,39,69
156438,14/15,66,60,70,55,67
160295,14/15,62,62,70,51,63
164484,14/15,67,71,71,32,67
169415,14/15,64,65,71,55,62
169423,14/15,68,76,78,57,61
169816,14/15,61,45,71,53,68
171574,14/15,72,57,64,47,69
172594,14/15,62,67,73,52,65
176389,14/15,67,78,65,45,69
176526,14/15,69,58,68,39,67
177004,14/15,62,67,71,43,69
178392,14/15,68,70,69,59,71
179934,14/15,72,70,69,43,64
183315,14/15,67,65,66,57,70
186681,14/15,60,64,76,59,62
195010,14/15,70,58,66,41,67
198289,14/15,68,67,70,36,72
209130,14/15,64,73,72,54,64
214617,14/15,65,68,69,43,66
210599,14/15,60,63,66,48,71
197233,14/15,62,61,74,37,64
188657,14/15,65,64,69,48,61
192009,14/15,65,63,69,62,64
205530,14/15,63,59,72,44,68
198511,14/15,62,67,70,34,66
199568,14/15,58,68,75,50,61
203815,14/15,64,59,70,27,68
204883,14/15,65,58,68,44,63
213379,14/15,68,57,71,37,61
221610,14/15,65,63,62,23,70
188950,14/15,68,58,73,32,63
197689,14/15,64,50,78,31,62
201352,14/15,66,64,67,43,65
183475,14/15,63,63,75,39,63
186508,14/15,66,63,70,22,65
186680,14/15,74,63,63,42,68
189387,14/15,64,68,69,48,64
190120,14/15,62,75,78,49,60
203237,14/15,64,60,68,38,64
209981,14/15,75,54,65,35,63
156253,14/15,56,60,74,59,62
171033,14/15,63,61,70,38,64
187734,14/15,73,62,72,45,60
189342,14/15,64,54,72,42,64
214762,14/15,63,67,70,52,65
167803,14/15,62,62,70,58,64
182897,14/15,60,68,72,43,66
194333,14/15,63,54,70,28,69
199172,14/15,69,59,70,25,63
208560,14/15,62,67,69,44,70
209411,14/15,52,56,74,42,68
213843,14/15,66,67,68,43,65
166963,14/15,63,60,71,52,61
182520,14/15,63,64,74,48,59
187601,14/15,51,71,72,58,70
200798,14/15,61,68,70,37,68
214706,14/15,61,60,71,54,63
186098,14/15,63,60,69,48,63
201875,14/15,64,62,69,53,64
9751,14/15,62,59,67,24,66
45702,14/15,65,64,63,52,70
47996,14/15,68,66,68,42,61
50723,14/15,71,62,68,52,64
52679,14/15,60,57,70,39,65
105533,14/15,65,66,68,47,67
107261,14/15,67,65,67,48,65
110146,14/15,72,62,62,43,70
110606,14/15,66,62,68,42,66
116314,14/15,61,67,70,45,67
118868,14/15,64,53,69,23,72
120451,14/15,66,64,70,34,65
122118,14/15,63,66,66,45,66
134881,14/15,62,71,66,47,73
135587,14/15,67,54,68,35,63
137578,14/15,75,62,60,42,61
139213,14/15,63,64,67,51,66
139476,14/15,63,62,69,59,63
146486,14/15,72,60,60,38,71
159233,14/15,63,49,69,41,67
159436,14/15,65,62,65,42,70
162052,14/15,65,66,66,62,65
162901,14/15,66,64,70,32,64
164507,14/15,65,62,68,50,67
165615,14/15,55,60,75,24,69
165854,14/15,70,60,62,53,65
167100,14/15,65,58,68,47,69
171006,14/15,62,57,71,54,56
175676,14/15,61,73,73,20,65
177695,14/15,64,68,70,61,64
178103,14/15,64,61,67,32,64
181896,14/15,66,56,69,39,65
187652,14/15,62,62,72,50,73
187959,14/15,63,65,69,31,65
189902,14/15,64,50,70,38,65
199310,14/15,64,64,66,56,71
204813,14/15,60,65,68,47,69
214203,14/15,64,65,66,46,69
215085,14/15,67,63,65,42,64
215130,14/15,56,59,72,45,68
218670,14/15,72,74,66,43,63
209483,14/15,62,58,69,45,66
204549,14/15,62,63,69,50,63
208782,14/15,59,74,70,42,62
214440,14/15,68,60,70,48,60
216175,14/15,64,55,68,44,64
201117,14/15,62,50,72,36,66
210358,14/15,59,49,74,32,64
191628,14/15,66,57,68,50,65
201022,14/15,59,60,69,47,67
209002,14/15,60,58,72,43,64
215500,14/15,63,67,70,55,61
173531,14/15,67,66,70,47,60
202910,14/15,58,61,76,30,70
203766,14/15,64,70,68,34,65
213428,14/15,63,59,70,43,63
170008,14/15,63,65,66,47,63
188524,14/15,67,61,72,57,68
190283,14/15,64,58,71,49,57
193182,14/15,64,64,70,28,59
199101,14/15,66,54,68,51,66
201940,14/15,60,52,72,36,65
209027,14/15,64,58,69,41,62
220604,14/15,71,66,62,38,62
176384,14/15,62,51,68,36,68
178766,14/15,68,72,67,24,65
186990,14/15,63,64,68,46,66
190780,14/15,58,59,74,60,63
201873,14/15,62,55,72,26,63
202410,14/15,60,72,73,58,59
205455,14/15,60,64,71,31,61
209874,14/15,65,72,68,63,61
213378,14/15,64,60,67,27,63
193244,14/15,65,62,64,36,68
214571,14/15,63,59,67,42,62
190169,14/15,62,59,65,49,68
179685,14/15,58,73,69,53,63
182365,14/15,58,64,73,34,61
4999,14/15,63,54,67,33,65
7674,14/15,61,57,65,35,73
10457,14/15,66,50,62,33,68
18771,14/15,59,52,70,54,62
111328,14/15,64,69,65,41,66
137692,14/15,67,70,71,28,65
139165,14/15,65,61,67,44,61
140420,14/15,68,59,66,33,66
140468,14/15,61,70,68,22,69
142747,14/15,55,62,78,46,65
143808,14/15,66,64,71,36,61
145423,14/15,71,56,67,40,63
151708,14/15,63,68,72,38,61
152523,14/15,67,44,69,50,61
155289,14/15,57,66,70,25,62
156677,14/15,63,66,71,33,62
157018,14/15,66,60,66,25,66
162927,14/15,58,54,69,32,68
164041,14/15,70,52,68,40,65
169404,14/15,66,63,69,30,61
170448,14/15,63,60,66,47,64
176345,14/15,61,65,63,43,64
177731,14/15,73,63,67,41,63
178211,14/15,60,65,68,45,67
180729,14/15,60,64,70,56,65
181907,14/15,60,69,70,61,56
183597,14/15,67,65,62,47,63
185360,14/15,62,63,70,48,66
185376,14/15,64,62,71,46,65
186655,14/15,66,68,60,53,67
188272,14/15,66,73,65,48,62
188610,14/15,67,55,63,61,68
190569,14/15,61,64,70,45,66
203622,14/15,65,62,65,46,72
214707,14/15,63,59,68,40,60
215220,14/15,60,65,69,45,64
219918,14/15,63,60,68,42,65
223071,14/15,62,60,67,37,64
223843,14/15,64,52,67,41,64
224953,14/15,64,58,65,48,64
201976,14/15,61,50,72,42,58
209137,14/15,62,60,66,50,64
212151,14/15,62,57,72,44,57
197928,14/15,63,62,69,47,62
202168,14/15,63,69,63,51,65
223737,14/15,62,59,68,43,58
192316,14/15,61,58,70,21,64
214415,14/15,61,55,67,42,63
215223,14/15,63,57,66,45,63
186604,14/15,59,49,74,40,59
205871,14/15,62,66,73,59,47
209572,14/15,68,64,65,58,66
216750,14/15,58,54,72,33,61
220433,14/15,62,65,66,43,65
172700,14/15,60,50,70,41,65
186238,14/15,59,47,70,45,63
193076,14/15,61,67,68,35,63
198199,14/15,64,62,67,60,65
205812,14/15,61,49,69,41,65
207427,14/15,60,71,69,42,62
207610,14/15,63,66,66,44,65
189061,14/15,67,63,64,45,65
200734,14/15,66,68,65,58,61
201179,14/15,61,53,71,23,61
208764,14/15,62,61,67,44,58
211802,14/15,66,64,65,34,67
215132,14/15,68,51,64,46,65
223690,14/15,59,67,69,48,64
157970,14/15,64,63,70,43,63
161646,14/15,63,62,66,46,67
185149,14/15,62,49,70,50,65
200159,14/15,60,64,69,61,58
201112,14/15,60,58,70,38,67
202338,14/15,63,69,63,49,60
205747,14/15,65,58,67,55,63
210903,14/15,64,61,65,48,64
215315,14/15,67,60,66,50,62
181452,14/15,61,58,67,31,64
186147,14/15,64,59,69,50,59
192922,14/15,65,66,66,33,62
200212,14/15,60,59,68,41,66
202215,14/15,64,59,64,45,67
210140,14/15,63,61,67,47,62
163621,14/15,59,57,76,38,61
183743,14/15,66,61,61,62,66
189013,14/15,62,54,65,33,68
193911,14/15,60,62,67,51,68
209293,14/15,62,64,68,28,64
223854,14/15,61,71,68,44,64
169321,14/15,58,55,68,59,61
11800,14/15,60,61,66,52,65
33983,14/15,63,61,70,59,61
47020,14/15,65,64,65,46,66
53729,14/15,64,62,62,27,67
53756,14/15,65,58,67,44,60
53785,14/15,66,62,63,30,67
101508,14/15,60,57,66,48,68
104463,14/15,57,66,71,35,58
109493,14/15,65,66,64,53,64
114356,14/15,52,74,70,52,63
137204,14/15,63,53,66,34,68
137317,14/15,59,62,65,49,69
138816,14/15,65,61,62,40,63
140483,14/15,61,54,65,31,67
142998,14/15,64,65,68,55,63
143740,14/15,61,63,66,61,62
144979,14/15,65,55,68,56,61
148518,14/15,57,72,65,38,65
149258,14/15,62,56,69,26,65
152893,14/15,65,53,64,56,62
153100,14/15,63,60,64,60,64
155808,14/15,62,57,67,59,61
156484,14/15,59,59,67,43,64
156507,14/15,65,57,66,43,64
156920,14/15,60,64,69,39,61
157706,14/15,64,58,65,31,66
158718,14/15,63,54,68,31,67
158996,14/15,59,57,68,36,66
160642,14/15,71,66,70,26,54
162043,14/15,65,55,66,46,61
162889,14/15,60,59,69,37,60
163810,14/15,59,65,63,35,64
165070,14/15,61,52,64,42,70
169604,14/15,64,65,70,43,63
171391,14/15,50,53,70,44,69
171399,14/15,59,45,71,50,60
181001,14/15,66,64,62,49,66
182054,14/15,64,55,65,43,65
182761,14/15,62,64,64,32,64
183646,14/15,62,59,68,59,65
184398,14/15,59,59,69,55,65
186882,14/15,62,59,69,36,62
188017,14/15,61,56,66,44,69
191589,14/15,57,55,72,35,63
201273,14/15,66,57,62,59,68
204434,14/15,65,62,62,42,63
206549,14/15,64,56,69,42,65
208684,14/15,61,62,67,42,66
209053,14/15,64,65,63,47,63
209276,14/15,63,66,66,48,67
213977,14/15,62,57,65,44,67
214355,14/15,64,52,64,40,66
223547,14/15,65,59,64,46,68
224343,14/15,64,60,66,45,64
213954,14/15,55,63,66,36,63
209318,14/15,58,66,67,53,64
211990,14/15,63,62,67,43,60
202199,14/15,59,48,70,44,58
219836,14/15,70,61,68,43,57
204966,14/15,65,55,60,51,61
209990,14/15,60,59,69,32,61
218980,14/15,70,61,61,44,64
219715,14/15,62,58,63,43,60
201361,14/15,62,51,72,38,60
202811,14/15,60,72,67,58,60
213573,14/15,65,61,64,42,63
221235,14/15,62,57,65,43,61
194150,14/15,60,57,68,49,58
205186,14/15,58,83,71,59,56
211264,14/15,63,55,64,47,62
178054,14/15,61,49,67,40,65
184772,14/15,61,57,67,43,61
189109,14/15,59,63,66,58,62
190947,14/15,62,67,68,37,60
193314,14/15,69,54,69,55,72
200942,14/15,59,64,65,36,64
219881,14/15,61,55,65,48,62
155871,14/15,61,61,64,60,60
169493,14/15,63,54,68,40,61
184397,14/15,55,49,69,35,65
200466,14/15,63,57,69,45,61
200525,14/15,60,56,66,43,62
223732,14/15,58,63,65,50,65
187619,14/15,60,67,66,37,65
189955,14/15,64,61,64,30,63
191112,14/15,60,59,65,40,66
193889,14/15,65,64,64,35,64
205496,14/15,60,59,67,43,61
210835,14/15,62,46,73,29,60
212227,14/15,61,57,67,45,60
214730,14/15,62,60,65,48,63
